0,5,259,jason-joker.png,394,600
1,9,323,jason-joker.png,394,600
2,23,379,jason-joker.png,394,600
3,42,432,jason-joker.png,394,600
4,63,470,jason-joker.png,394,600
5,87,509,jason-joker.png,394,600
6,121,544,jason-joker.png,394,600
7,160,566,jason-joker.png,394,600
8,200,570,jason-joker.png,394,600
9,245,563,jason-joker.png,394,600
10,280,542,jason-joker.png,394,600
11,306,509,jason-joker.png,394,600
12,329,470,jason-joker.png,394,600
13,348,432,jason-joker.png,394,600
14,368,379,jason-joker.png,394,600
15,381,322,jason-joker.png,394,600
16,387,260,jason-joker.png,394,600
17,62,190,jason-joker.png,394,600
18,84,172,jason-joker.png,394,600
19,122,168,jason-joker.png,394,600
20,148,179,jason-joker.png,394,600
21,170,190,jason-joker.png,394,600
22,244,193,jason-joker.png,394,600
23,267,182,jason-joker.png,394,600
24,291,174,jason-joker.png,394,600
25,319,183,jason-joker.png,394,600
26,340,200,jason-joker.png,394,600
27,205,262,jason-joker.png,394,600
28,207,287,jason-joker.png,394,600
29,207,317,jason-joker.png,394,600
30,207,349,jason-joker.png,394,600
31,162,384,jason-joker.png,394,600
32,185,393,jason-joker.png,394,600
33,208,397,jason-joker.png,394,600
34,232,392,jason-joker.png,394,600
35,250,385,jason-joker.png,394,600
36,86,258,jason-joker.png,394,600
37,109,242,jason-joker.png,394,600
38,138,242,jason-joker.png,394,600
39,160,261,jason-joker.png,394,600
40,138,271,jason-joker.png,394,600
41,111,270,jason-joker.png,394,600
42,253,262,jason-joker.png,394,600
43,277,243,jason-joker.png,394,600
44,304,243,jason-joker.png,394,600
45,321,260,jason-joker.png,394,600
46,304,271,jason-joker.png,394,600
47,278,273,jason-joker.png,394,600
48,110,455,jason-joker.png,394,600
49,141,449,jason-joker.png,394,600
50,171,446,jason-joker.png,394,600
51,205,449,jason-joker.png,394,600
52,244,447,jason-joker.png,394,600
53,269,449,jason-joker.png,394,600
54,294,458,jason-joker.png,394,600
55,272,480,jason-joker.png,394,600
56,248,488,jason-joker.png,394,600
57,205,496,jason-joker.png,394,600
58,169,492,jason-joker.png,394,600
59,136,481,jason-joker.png,394,600
60,156,468,jason-joker.png,394,600
61,181,464,jason-joker.png,394,600
62,205,464,jason-joker.png,394,600
63,226,465,jason-joker.png,394,600
64,248,470,jason-joker.png,394,600
65,227,475,jason-joker.png,394,600
66,205,475,jason-joker.png,394,600
67,182,474,jason-joker.png,394,600
68,19,175,jason-joker.png,394,600
69,49,105,jason-joker.png,394,600
70,102,41,jason-joker.png,394,600
71,205,4,jason-joker.png,394,600
72,303,40,jason-joker.png,394,600
73,356,105,jason-joker.png,394,600
74,385,175,jason-joker.png,394,600